date,ts,source,value,target,coin
2019-3-4,2019-03-04T23:38:41.000Z,0x180d337abd9b505a57f33d129704e3fc69db2af9,219.235,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:38:41.000Z,0x180d337abd9b505a57f33d129704e3fc69db2af9,219.235,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:13:58.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.78688,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:13:58.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.78688,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:55:52.000Z,0x526af336d614ade5cc252a407062b8861af998f5,18.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:55:52.000Z,0x526af336d614ade5cc252a407062b8861af998f5,18.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:38:41.000Z,0xa8502b841d9fcd5d2a4c7439a13e87796aed56a1,219.235,0x180d337abd9b505a57f33d129704e3fc69db2af9,ETH
2019-3-4,2019-03-04T23:58:40.000Z,0x75ac5bee01d32c5fdf09c63de6d81e3039e58f6b,3.5,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-4,2019-03-04T23:19:29.000Z,0xbfbb6254a71dd4447d5c39170ae733ed75eaa13e,5.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:19:29.000Z,0xbfbb6254a71dd4447d5c39170ae733ed75eaa13e,5.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:55:52.000Z,0xb2ea2e86fa9022b6f403d7a546aa2b41da7bfb9b,18.0,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-4,2019-03-04T23:17:52.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:17:52.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.48,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:13:58.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:13:58.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.3,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:06:19.000Z,0xc06c22a00b722fe5822e89720fe1c1e1c87aae22,0.3,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:19:29.000Z,0x26b63ddd4ab9eca4d656f1172905784a79d7a7be,5.0,0xbfbb6254a71dd4447d5c39170ae733ed75eaa13e,ETH
2019-3-4,2019-03-04T23:14:12.000Z,0xef42cb0a8058f3d64fb42c955d6069072f53a03d,0.27541,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:15:08.000Z,0xd772c16de11ab6ef8347aebae133b53ecaed2229,0.32,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T22:58:28.000Z,0x526af336d614ade5cc252a407062b8861af998f5,0.1809,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T22:58:28.000Z,0x526af336d614ade5cc252a407062b8861af998f5,0.1809,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:09:44.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.314,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:09:44.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.314,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:08:31.000Z,0xb3d932f713f3608c7547e63cfbcdb6bd206bfb84,80.0,0xcad058791c30df34d1d2827529dca9cf1f8f4832,ETH
2019-3-4,2019-03-04T23:58:40.000Z,0x75ac5bee01d32c5fdf09c63de6d81e3039e58f6b,3.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:58:40.000Z,0x75ac5bee01d32c5fdf09c63de6d81e3039e58f6b,3.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:38:06.000Z,0xfb0f16663c71a2f92bf009c7dc7b401ad372b6de,20.0,0xf7c4964074e12f803ab75f03e4af1ef66d310195,ETH
2019-3-4,2019-03-04T23:38:06.000Z,0xf7c4964074e12f803ab75f03e4af1ef66d310195,20.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:38:06.000Z,0xf7c4964074e12f803ab75f03e4af1ef66d310195,20.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:17:52.000Z,0x6c09742cf727e1251f73ba9ca37d3ff9ff24df9d,0.48,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:09:55.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:09:55.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.32,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:09:44.000Z,0xd772c16de11ab6ef8347aebae133b53ecaed2229,0.314,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:15:08.000Z,0x7eafe3fbd6b784861e700c34df3a1249ea8ccf6e,0.32,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:13:58.000Z,0x1aa6aaa927a757b0812df9f8232f2adfc66a4b54,0.95,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:58:40.000Z,0x79eb85f849bc6768b8558ea532b932a6d430f9f8,3.5,0x75ac5bee01d32c5fdf09c63de6d81e3039e58f6b,ETH
2019-3-4,2019-03-04T23:11:53.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.31,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:11:53.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.31,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:15:08.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:15:08.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.32,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:06:19.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:06:19.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.3,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:08:31.000Z,0xcad058791c30df34d1d2827529dca9cf1f8f4832,80.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:08:31.000Z,0xcad058791c30df34d1d2827529dca9cf1f8f4832,80.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:11:53.000Z,0x449d3168c5f4a09d65235c4d521d7b88183fd9b8,0.31,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:38:41.000Z,0x180d337abd9b505a57f33d129704e3fc69db2af9,219.235,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-4,2019-03-04T23:08:31.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.48,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:08:31.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.48,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:14:12.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.27541,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:14:12.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.27541,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:13:58.000Z,0x3d80dce69d087881f540fd85a45e9ee63dc65bb6,0.3,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:14:12.000Z,0xa77150357221f2d92ca4c5a6536238795641e30a,0.95,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-3-4,2019-03-04T23:42:27.000Z,0xacacb1e958ce4b66145615b9b2e6736adee389d3,2.66,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-4,2019-03-04T23:15:08.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.32,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-4,2019-03-04T23:15:08.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,0.32,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-4,2019-03-04T23:08:31.000Z,0xcad058791c30df34d1d2827529dca9cf1f8f4832,80.0,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-10,2019-03-10T23:31:00.000Z,0x526af336d614ade5cc252a407062b8861af998f5,0.039,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-10,2019-03-10T23:31:00.000Z,0x526af336d614ade5cc252a407062b8861af998f5,0.039,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-10,2019-03-10T23:27:11.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,22.11,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-10,2019-03-10T23:31:00.000Z,0xf11da453d73b99fb86994b3cc0537b657db9b177,0.039,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-10,2019-03-10T23:18:47.000Z,0xe516134dd14a2a916ee5c51cff325a47b2ae7848,65.7,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,ETH
2019-3-10,2019-03-10T23:33:40.000Z,0xb2ecf3a126e2fc8e47ba15c0dc4f31b016ca8be8,6.01,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-10,2019-03-10T23:33:40.000Z,0xb2ecf3a126e2fc8e47ba15c0dc4f31b016ca8be8,6.01,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-10,2019-03-10T23:18:47.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,65.7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-10,2019-03-10T23:18:47.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,65.7,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-10,2019-03-10T23:27:11.000Z,0xe516134dd14a2a916ee5c51cff325a47b2ae7848,22.11,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,ETH
2019-3-10,2019-03-10T23:35:49.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,10.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-10,2019-03-10T23:35:49.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,10.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-10,2019-03-10T23:27:11.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,22.11,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-10,2019-03-10T23:27:11.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,22.11,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-10,2019-03-10T23:33:40.000Z,0xcc077c7940e79505c07cb13bc8ba3d3841a50089,6.01,0xb2ecf3a126e2fc8e47ba15c0dc4f31b016ca8be8,ETH
2019-3-10,2019-03-10T23:18:47.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,65.7,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-10,2019-03-10T23:33:40.000Z,0xb2ecf3a126e2fc8e47ba15c0dc4f31b016ca8be8,6.01,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-10,2019-03-10T23:35:49.000Z,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,10.0,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-10,2019-03-10T23:35:49.000Z,0xe516134dd14a2a916ee5c51cff325a47b2ae7848,10.0,0xd0015e0958f8369bcf2ab4375fdbc1fb3ee399ad,ETH
2019-3-7,2019-03-07T23:26:04.000Z,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,0.007043219343149188,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-7,2019-03-07T23:31:13.000Z,0x526af336d614ade5cc252a407062b8861af998f5,0.7070000000000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-7,2019-03-07T23:31:13.000Z,0x526af336d614ade5cc252a407062b8861af998f5,0.7070000000000001,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-7,2019-03-07T23:21:12.000Z,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,0.011000000000000001,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-7,2019-03-07T23:21:12.000Z,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,0.011000000000000001,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-7,2019-03-07T23:32:22.000Z,0xcca509ef40fe3bcbd4aac9049e8fa16edd663f69,20.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-7,2019-03-07T23:32:22.000Z,0xcca509ef40fe3bcbd4aac9049e8fa16edd663f69,20.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-7,2019-03-07T23:21:12.000Z,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,0.011000000000000001,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-7,2019-03-07T23:26:04.000Z,0xac2de022eb436c62dec8c2d8a15ab0c7a3579c7b,0.007043219343149188,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,ETH
2019-3-7,2019-03-07T22:54:46.000Z,0x4c4efa19df14d57bd85b0bfc9af528019479a3d2,3.0,0xfec94fa2b84fff2639eadf93f1beab7dad576049,ETH
2019-3-7,2019-03-07T23:32:22.000Z,0xefe93e888a64b3aa5a2f35e5c8a0c6a12e34b1c3,20.0,0xcca509ef40fe3bcbd4aac9049e8fa16edd663f69,ETH
2019-3-7,2019-03-07T22:54:46.000Z,0xfec94fa2b84fff2639eadf93f1beab7dad576049,3.0,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-7,2019-03-07T23:26:04.000Z,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,0.007043219343149188,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-7,2019-03-07T23:26:04.000Z,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,0.007043219343149188,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-7,2019-03-07T23:21:12.000Z,0xac2de022eb436c62dec8c2d8a15ab0c7a3579c7b,0.011000000000000001,0x135874c2cad1ce5c9e4f2d028cdd5f91022f1636,ETH
2019-3-7,2019-03-07T23:31:13.000Z,0x898616c4374fe4160c810536590c5d3d96e2ba14,0.7070000000000001,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-3-7,2019-03-07T22:54:46.000Z,0xfec94fa2b84fff2639eadf93f1beab7dad576049,3.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-3-7,2019-03-07T22:54:46.000Z,0xfec94fa2b84fff2639eadf93f1beab7dad576049,3.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-3-7,2019-03-07T23:32:22.000Z,0xcca509ef40fe3bcbd4aac9049e8fa16edd663f69,20.0,0x526af336d614ade5cc252a407062b8861af998f5,ETH
2019-2-17,2019-02-17T23:03:31.000Z,0x01422a8d5bef7ce346e1d4c76f957946f8ce136a,3.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:03:31.000Z,0x01422a8d5bef7ce346e1d4c76f957946f8ce136a,3.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:30:45.000Z,0x7cef54384f621d62c8309e1d8d6619242425c40b,2.79,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:03:31.000Z,0x01422a8d5bef7ce346e1d4c76f957946f8ce136a,3.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:10:16.000Z,0x56698cf91b53d4ece1699a961900996e1b706321,4.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:10:16.000Z,0x56698cf91b53d4ece1699a961900996e1b706321,4.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:57:08.000Z,0x415a42d2f156f3a779aa06c03ef8b505fb8d00f5,5.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:57:08.000Z,0x415a42d2f156f3a779aa06c03ef8b505fb8d00f5,5.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:51:38.000Z,0xa76a9c63edaebb348667fa0a9e6a73ffcd5f2a16,1.72,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:27:04.000Z,0x39d290029b2d59da1cb0954f6c343a6f2c9f0400,140.0,0xdf9f6b20a35d5d646aae838ac0cff19dc8aedb37,ETH
2019-2-17,2019-02-17T23:53:53.000Z,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,36.13,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:53:53.000Z,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,36.13,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:53:53.000Z,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,36.13,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:30:45.000Z,0x696969e47154bd13f92206bd710361646d0110c0,71.5,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,ETH
2019-2-17,2019-02-17T23:30:45.000Z,0x7cef54384f621d62c8309e1d8d6619242425c40b,2.79,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:30:45.000Z,0x7cef54384f621d62c8309e1d8d6619242425c40b,2.79,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:10:16.000Z,0x185edd1553735e2bd47db34b823a4cf6353e1b37,4.0,0x56698cf91b53d4ece1699a961900996e1b706321,ETH
2019-2-17,2019-02-17T23:27:04.000Z,0xdf9f6b20a35d5d646aae838ac0cff19dc8aedb37,140.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:27:04.000Z,0xdf9f6b20a35d5d646aae838ac0cff19dc8aedb37,140.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:04:43.000Z,0xf5b10fd825307aa309f5583b00b1c2571a81fae6,29.5,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:53:53.000Z,0x696969e47154bd13f92206bd710361646d0110c0,36.13,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,ETH
2019-2-17,2019-02-17T23:10:16.000Z,0x56698cf91b53d4ece1699a961900996e1b706321,4.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:27:04.000Z,0xdf9f6b20a35d5d646aae838ac0cff19dc8aedb37,140.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:44:46.000Z,0xd0f0e7596813c5f0abdd7addd5772739e5e08474,124.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:44:46.000Z,0xd0f0e7596813c5f0abdd7addd5772739e5e08474,124.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:51:38.000Z,0xa76a9c63edaebb348667fa0a9e6a73ffcd5f2a16,1.72,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:51:38.000Z,0xa76a9c63edaebb348667fa0a9e6a73ffcd5f2a16,1.72,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:30:45.000Z,0xd477c9d61ebddbeb3e52b39691c45f8d0196218e,2.79,0x7cef54384f621d62c8309e1d8d6619242425c40b,ETH
2019-2-17,2019-02-17T23:57:08.000Z,0x221c00219db54293970dfe3fbcdc8f00c98e2f81,5.0,0x415a42d2f156f3a779aa06c03ef8b505fb8d00f5,ETH
2019-2-17,2019-02-17T23:30:45.000Z,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,71.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:30:45.000Z,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,71.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:53:53.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,110.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:53:53.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,110.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:44:46.000Z,0x26e0b94551cbce0db4fbafa88ce24b3a3b85506e,124.0,0xd0f0e7596813c5f0abdd7addd5772739e5e08474,ETH
2019-2-17,2019-02-17T23:53:53.000Z,0xc71f4f16aee77b163429da7602e08889cc864bef,110.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:30:45.000Z,0xa7efab80520784e2d5ecb65cca4af8b09e271dd7,71.5,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:51:38.000Z,0x3a804a720a6c62b42867746afede4b107ecac072,1.72,0xa76a9c63edaebb348667fa0a9e6a73ffcd5f2a16,ETH
2019-2-17,2019-02-17T23:04:43.000Z,0x19316e2aeffea35156d7727381db600453b319b6,29.5,0xf5b10fd825307aa309f5583b00b1c2571a81fae6,ETH
2019-2-17,2019-02-17T23:03:31.000Z,0xf51e9fe8b6de60c03f03babd4e4d15f28605ccdd,3.0,0x01422a8d5bef7ce346e1d4c76f957946f8ce136a,ETH
2019-2-17,2019-02-17T23:04:43.000Z,0xf5b10fd825307aa309f5583b00b1c2571a81fae6,29.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-17,2019-02-17T23:04:43.000Z,0xf5b10fd825307aa309f5583b00b1c2571a81fae6,29.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-17,2019-02-17T23:44:46.000Z,0xd0f0e7596813c5f0abdd7addd5772739e5e08474,124.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-17,2019-02-17T23:57:08.000Z,0x415a42d2f156f3a779aa06c03ef8b505fb8d00f5,5.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-21,2019-02-21T23:58:19.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,0.3,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-21,2019-02-21T23:58:19.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,0.3,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-21,2019-02-21T23:50:31.000Z,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,0.633421,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-21,2019-02-21T22:53:41.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,0.2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-21,2019-02-21T22:53:41.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,0.2,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-21,2019-02-21T23:36:09.000Z,0x43e79a25a349dfaad9697450ff2f5d43addebf4a,0.8,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,ETH
2019-2-21,2019-02-21T23:36:09.000Z,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,0.8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-21,2019-02-21T23:36:09.000Z,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,0.8,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-21,2019-02-21T23:50:31.000Z,0x43e79a25a349dfaad9697450ff2f5d43addebf4a,0.633421,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,ETH
2019-2-21,2019-02-21T23:50:31.000Z,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,0.633421,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-2-21,2019-02-21T23:50:31.000Z,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,0.633421,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-2-21,2019-02-21T22:53:41.000Z,0x43e79a25a349dfaad9697450ff2f5d43addebf4a,0.2,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-21,2019-02-21T23:58:19.000Z,0xab3b78d0d999930863d092ac1dbed66fe9fdec37,0.3,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-21,2019-02-21T23:36:09.000Z,0x7f1cb7cf6fd4434df11d272d7543061dca31cb26,0.8,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-2-9,2019-02-09T23:54:04.000Z,0x91d6e260a5965a3c33d5bc4bf4adcf96c449ed2e,15.0,0xc0f7c0b447fd652070530d074a95e123b43f45ef,ETH
2019-2-9,2019-02-09T23:54:04.000Z,0xc0f7c0b447fd652070530d074a95e123b43f45ef,15.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
