date,ts,source,value,target,coin
2019-1-26,2019-01-26T16:02:16.000Z,0x4fed5cffa59895d9fbb944689e0b9aded8fb3ff9,4.75,0x48dea43e23dd4b27e1997c7f582c5ea100998ac5,ETH
2019-1-26,2019-01-26T20:50:06.000Z,0xf8cd1ba5bc8735ceb8bd60786c53f1d7e936ac78,0.25,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T18:21:42.000Z,0x440caa860aeb6a8dd4605a9dd3619501153a20fd,0.42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T18:21:42.000Z,0x440caa860aeb6a8dd4605a9dd3619501153a20fd,0.42,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:19:32.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,9.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T21:19:32.000Z,0x3a306a399085f3460bbcb5b77015ab33806a10d5,9.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:42:21.000Z,0x7284a8451d9a0e7dc62b3a71c0593ea2ec5c5638,0.006,0x2c1f9f3866e3c75d0653babbc8f7394e35c10de0,ETH
2019-1-26,2019-01-26T21:42:58.000Z,0x56d037d72acdbf7c43b5addb6e5c8327f9ac00cc,0.8,0x1f37066b1acc3b9a26a9c711d8421cce59ccbee7,ETH
2019-1-26,2019-01-26T21:19:32.000Z,0x3c6d08993784428d7762769e8ab95710b35ebc34,9.0,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-1-26,2019-01-26T21:21:49.000Z,0x48dea43e23dd4b27e1997c7f582c5ea100998ac5,3.25,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T19:32:01.000Z,0xf62496dc2e3d01c9ae412dadafbe9e7d52d3f2f9,3.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T19:32:01.000Z,0xf62496dc2e3d01c9ae412dadafbe9e7d52d3f2f9,3.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T15:43:05.000Z,0x05c5265f1e39284a9e32807360c1779a24a848b7,0.25,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T16:24:45.000Z,0x1394318237a2f6aba9bac4b0f6072d9e1e2bd600,1.0,0x411bf6b483f04349229a0f1b09bf4c17468068d3,ETH
2019-1-26,2019-01-26T18:09:05.000Z,0x8d3a672d84e66da0f0c023a28919028c6c14d9d8,307.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T18:49:55.000Z,0x440caa860aeb6a8dd4605a9dd3619501153a20fd,0.415,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T18:49:55.000Z,0x440caa860aeb6a8dd4605a9dd3619501153a20fd,0.415,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T19:32:01.000Z,0xf62496dc2e3d01c9ae412dadafbe9e7d52d3f2f9,3.5,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T17:15:16.000Z,0x61493b7b238732408399816dad81af454e5ab709,100.0,0xadd3d98ec9bda74cf9fb97f7d72ef228c0c5182c,ETH
2019-1-26,2019-01-26T17:55:15.000Z,0x42a587b017fb534b4b9333a0201363b754e470e2,191.23,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T18:41:42.000Z,0xc236d1b1d39e7534d664ca4b0318c9ce4018226f,1.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T18:41:42.000Z,0xc236d1b1d39e7534d664ca4b0318c9ce4018226f,1.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:27:03.000Z,0xc36ec109a7d5ccb6b62d21070b3fb85e11ee5c5c,8.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T21:27:03.000Z,0xc36ec109a7d5ccb6b62d21070b3fb85e11ee5c5c,8.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T18:49:55.000Z,0x03bc5bb7cb596b74225261515fc927f494dfb45e,0.415,0x440caa860aeb6a8dd4605a9dd3619501153a20fd,ETH
2019-1-26,2019-01-26T21:42:21.000Z,0x2c1f9f3866e3c75d0653babbc8f7394e35c10de0,0.006,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T21:42:21.000Z,0x2c1f9f3866e3c75d0653babbc8f7394e35c10de0,0.006,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:27:03.000Z,0x119ac0356b561a2558861d042c10970f057fe529,8.5,0xc36ec109a7d5ccb6b62d21070b3fb85e11ee5c5c,ETH
2019-1-26,2019-01-26T22:39:39.000Z,0xc36ec109a7d5ccb6b62d21070b3fb85e11ee5c5c,2.2,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T22:39:39.000Z,0xc36ec109a7d5ccb6b62d21070b3fb85e11ee5c5c,2.2,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:42:58.000Z,0x1f37066b1acc3b9a26a9c711d8421cce59ccbee7,0.8,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T20:50:06.000Z,0xf8cd1ba5bc8735ceb8bd60786c53f1d7e936ac78,0.25,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T20:50:06.000Z,0xf8cd1ba5bc8735ceb8bd60786c53f1d7e936ac78,0.25,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T19:16:28.000Z,0xfc7bd09fdf9671a4c6722ad67bb30f562ca52f01,12.0,0xf62496dc2e3d01c9ae412dadafbe9e7d52d3f2f9,ETH
2019-1-26,2019-01-26T15:12:15.000Z,0x4fed5cffa59895d9fbb944689e0b9aded8fb3ff9,3.5,0x48dea43e23dd4b27e1997c7f582c5ea100998ac5,ETH
2019-1-26,2019-01-26T15:43:05.000Z,0x05c5265f1e39284a9e32807360c1779a24a848b7,0.25,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T15:43:05.000Z,0x05c5265f1e39284a9e32807360c1779a24a848b7,0.25,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T20:50:06.000Z,0x71354656db0f9e6d852b7ab4b0011b114bd8e8e8,0.25,0xf8cd1ba5bc8735ceb8bd60786c53f1d7e936ac78,ETH
2019-1-26,2019-01-26T15:24:32.000Z,0x7d685ab185ec504ab6fbbee625714dcd7bfe436a,1000.0,0xf041fd2ff337f9d3c0e4106d53780bfd0df2dc57,ETH
2019-1-26,2019-01-26T19:16:28.000Z,0xf62496dc2e3d01c9ae412dadafbe9e7d52d3f2f9,12.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T18:41:42.000Z,0xc236d1b1d39e7534d664ca4b0318c9ce4018226f,1.5,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T16:16:50.000Z,0x436717580173503fb7818f1b11b33e058f8b93c9,40.16,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T17:15:16.000Z,0xadd3d98ec9bda74cf9fb97f7d72ef228c0c5182c,100.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T17:15:16.000Z,0xadd3d98ec9bda74cf9fb97f7d72ef228c0c5182c,100.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T16:02:16.000Z,0x48dea43e23dd4b27e1997c7f582c5ea100998ac5,4.75,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T16:02:16.000Z,0x48dea43e23dd4b27e1997c7f582c5ea100998ac5,4.75,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T17:55:15.000Z,0x0849f0eb50a758dc837e9013b3c18610e9530089,191.23,0x42a587b017fb534b4b9333a0201363b754e470e2,ETH
2019-1-26,2019-01-26T21:39:03.000Z,0x18867ec16fe2cb6d5e973130eebf0c427decabf6,100.0,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-1-26,2019-01-26T20:59:22.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,9.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T20:59:22.000Z,0xd64979357160e8146f6e1d805cf20437397bf1ba,9.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:24:50.000Z,0x3c6d08993784428d7762769e8ab95710b35ebc34,0.4,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-1-26,2019-01-26T15:12:15.000Z,0x48dea43e23dd4b27e1997c7f582c5ea100998ac5,3.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T15:12:15.000Z,0x48dea43e23dd4b27e1997c7f582c5ea100998ac5,3.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:42:58.000Z,0x1f37066b1acc3b9a26a9c711d8421cce59ccbee7,0.8,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T21:42:58.000Z,0x1f37066b1acc3b9a26a9c711d8421cce59ccbee7,0.8,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T18:47:03.000Z,0xf7883439c19cc62639c90605497534c23b4782fc,2.42,0x40fda8511de0bedf3596e2f72ca3cedf28bf5868,ETH
2019-1-26,2019-01-26T20:16:13.000Z,0x4c0aeb88a7bf3aad6f2523093b87551b394e90f1,1.5,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-1-26,2019-01-26T19:32:01.000Z,0xfc7bd09fdf9671a4c6722ad67bb30f562ca52f01,3.5,0xf62496dc2e3d01c9ae412dadafbe9e7d52d3f2f9,ETH
2019-1-26,2019-01-26T19:49:47.000Z,0xf62496dc2e3d01c9ae412dadafbe9e7d52d3f2f9,2.1,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T19:53:31.000Z,0x9eee1603be70f70478dd6927b59b246248b6659b,5.0,0xa691dca9b3dfbc1a90189e4503365ef0ebbaa26d,ETH
2019-1-26,2019-01-26T15:43:05.000Z,0x0d2c626e4a23d6754b6a7e0e27f4f97124abf47c,0.25,0x05c5265f1e39284a9e32807360c1779a24a848b7,ETH
2019-1-26,2019-01-26T17:24:20.000Z,0x440caa860aeb6a8dd4605a9dd3619501153a20fd,0.42,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-26,2019-01-26T17:24:20.000Z,0x440caa860aeb6a8dd4605a9dd3619501153a20fd,0.42,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-26,2019-01-26T21:17:25.000Z,0x3c6d08993784428d7762769e8ab95710b35ebc34,0.5,0x3a306a399085f3460bbcb5b77015ab33806a10d5,ETH
2019-1-26,2019-01-26T20:23:22.000Z,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,2.6002196361529997e-06,0xe61669566c4bf676ae6b55252c457a192bd26a9e,ETH
2019-1-26,2019-01-26T21:27:03.000Z,0xc36ec109a7d5ccb6b62d21070b3fb85e11ee5c5c,8.5,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-26,2019-01-26T15:07:55.000Z,0xe01545b2f0299dd97568360ecc969cf88596494e,35.48,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-28,2019-01-28T14:28:10.000Z,0xa62eeffaf4c923d5d8db8672522c6146135932d0,100.0,0xd64979357160e8146f6e1d805cf20437397bf1ba,ETH
2019-1-28,2019-01-28T07:27:20.000Z,0xe9e66ec435d9a0527e6ddd723e156fc5f30ad102,1000.0,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-28,2019-01-28T07:27:20.000Z,0xe9e66ec435d9a0527e6ddd723e156fc5f30ad102,1000.0,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-28,2019-01-28T08:41:18.000Z,0x41915af6215e987fd2f6b76e216b1f7478eb858b,0.01,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-28,2019-01-28T08:41:18.000Z,0x41915af6215e987fd2f6b76e216b1f7478eb858b,0.01,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
2019-1-28,2019-01-28T13:03:48.000Z,0xf0ab921fa0ef9b4371236f7f7f86a6c5331c16e9,1.0,0x323dfbdebad328ad0ea9e0f4713c270902e3ad8e,ETH
2019-1-28,2019-01-28T12:54:48.000Z,0xd2d3f61e6f169e8d358dfac7274bd4bcdf3dee12,20.5,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,ETH
2019-1-28,2019-01-28T12:54:48.000Z,0xd2d3f61e6f169e8d358dfac7274bd4bcdf3dee12,20.5,0x448a5065aebb8e423f0896e6c5d525c040f59af3,WETH
